t	norma	normb	norm
0.357	0.21772	0.179154	0.000919893
0.358	0.224619	0.184907	0.000919893
0.359	0.23146	0.190618	0.000919893
0.36	0.238244	0.196288	0.000919893
0.361	0.244971	0.201915	0.000919893
0.362	0.25164	0.207502	0.000919893
0.363	0.258253	0.213047	0.000919893
0.364	0.264811	0.218552	0.000919893
0.365	0.271312	0.224015	0.000919893
0.366	0.277758	0.229438	0.000919893
0.367	0.284148	0.234821	0.000919893
0.368	0.290485	0.240164	0.000919893
0.369	0.296766	0.245467	0.000919893
0.37	0.302994	0.25073	0.000919893
0.371	0.309168	0.255953	0.000919893
0.372	0.315289	0.261138	0.000919893
0.373	0.321357	0.266283	0.000919893
0.374	0.327372	0.27139	0.000919893
0.375	0.333335	0.276457	0.000919893
0.376	0.339246	0.281486	0.000919893
0.377	0.345105	0.286477	0.000919893
0.378	0.350912	0.29143	0.000919893
0.379	0.356669	0.296345	0.000919893
0.38	0.362375	0.301222	0.000919893
0.381	0.368031	0.306062	0.000919893
0.382	0.373636	0.310864	0.000919893
0.383	0.379192	0.315629	0.000919893
0.384	0.384698	0.320357	0.000919893
0.385	0.390155	0.325048	0.000919893
0.386	0.395563	0.329703	0.000919893
0.387	0.400923	0.334322	0.000919893
0.388	0.406234	0.338904	0.000919893
0.389	0.411498	0.34345	0.000919893
0.39	0.416713	0.34796	0.000919893
0.391	0.421882	0.352434	0.000919893
0.392	0.427003	0.356873	0.000919893
0.393	0.432078	0.361277	0.000919893
0.394	0.437106	0.365645	0.000919893
0.395	0.442088	0.369979	0.000919893
0.396	0.447023	0.374278	0.000919893
0.397	0.451914	0.378542	0.000919893
0.398	0.456758	0.382771	0.000919893
0.399	0.461558	0.386967	0.000919893
0.4	0.466313	0.391128	0.000919893
0.401	0.471023	0.395255	0.000919893
0.402	0.475689	0.399349	0.000919893
0.403	0.480312	0.403409	0.000919893
0.404	0.48489	0.407435	0.000919893
0.405	0.489425	0.411428	0.000919893
0.406	0.493916	0.415388	0.000919893
0.407	0.498365	0.419315	0.000919893
0.408	0.502771	0.42321	0.000919893
0.409	0.507135	0.427071	0.000919893
0.41	0.511456	0.4309	0.000919893
0.411	0.515736	0.434697	0.000919893
0.412	0.519974	0.438462	0.000919893
0.413	0.52417	0.442195	0.000919893
0.414	0.528326	0.445896	0.000919893
0.415	0.53244	0.449565	0.000919893
0.416	0.536514	0.453203	0.000919893
0.417	0.540547	0.456809	0.000919893
0.418	0.54454	0.460384	0.000919893
0.419	0.548494	0.463928	0.000919893
0.42	0.552407	0.467441	0.000919893
0.421	0.556281	0.470924	0.000919893
0.422	0.560116	0.474375	0.000919893
0.423	0.563912	0.477797	0.000919893
0.424	0.567669	0.481188	0.000919893
0.425	0.571388	0.484549	0.000919893
0.426	0.575068	0.48788	0.000919893
0.427	0.578711	0.491181	0.000919893
0.428	0.582315	0.494452	0.000919893
0.429	0.585882	0.497694	0.000919893
0.43	0.589412	0.500906	0.000919893
0.431	0.592904	0.504089	0.000919893
0.432	0.59636	0.507243	0.000919893
0.433	0.599778	0.510368	0.000919893
0.434	0.603161	0.513464	0.000919893
0.435	0.606507	0.516531	0.000919893
0.436	0.609816	0.519569	0.000919893
0.437	0.613091	0.52258	0.000919893
0.438	0.616329	0.525562	0.000919893
0.439	0.619532	0.528515	0.000919893
0.44	0.6227	0.531441	0.000919893
0.441	0.625833	0.534339	0.000919893
0.442	0.628931	0.537209	0.000919893
0.443	0.631994	0.540051	0.000919893
0.444	0.635023	0.542866	0.000919893
0.445	0.638018	0.545654	0.000919893
0.446	0.640979	0.548414	0.000919893
0.447	0.643906	0.551147	0.000919893
0.448	0.6468	0.553853	0.000919893
0.449	0.64966	0.556533	0.000919893
0.45	0.652487	0.559185	0.000919893
0.451	0.655281	0.561811	0.000919893
0.452	0.658042	0.564411	0.000919893
0.453	0.66077	0.566984	0.000919893
0.454	0.663466	0.569531	0.000919893
0.455	0.66613	0.572052	0.000919893
0.456	0.668762	0.574547	0.000919893
0.457	0.671362	0.577016	0.000919893
0.458	0.673931	0.57946	0.000919893
0.459	0.676468	0.581878	0.000919893
0.46	0.678973	0.58427	0.000919893
0.461	0.681448	0.586637	0.000919893
0.462	0.683891	0.588979	0.000919893
0.463	0.686304	0.591296	0.000919893
0.464	0.688687	0.593588	0.000919893
0.465	0.691038	0.595855	0.000919893
0.466	0.69336	0.598097	0.000919893
0.467	0.695652	0.600314	0.000919893
0.468	0.697914	0.602507	0.000919893
0.469	0.700146	0.604676	0.000919893
0.47	0.702348	0.60682	0.000919893
0.471	0.704521	0.60894	0.000919893
0.472	0.706666	0.611037	0.000919893
0.473	0.708781	0.613109	0.000919893
0.474	0.710867	0.615157	0.000919893
0.475	0.712925	0.617182	0.000919893
0.476	0.714954	0.619183	0.000919893
0.477	0.716954	0.62116	0.000919893
0.478	0.718927	0.623115	0.000919893
0.479	0.720872	0.625046	0.000919893
0.48	0.722789	0.626953	0.000919893
0.481	0.724678	0.628838	0.000919893
0.482	0.726539	0.6307	0.000919893
0.483	0.728373	0.632539	0.000919893
0.484	0.73018	0.634355	0.000919893
0.485	0.73196	0.636149	0.000919893
0.486	0.733713	0.63792	0.000919893
0.487	0.73544	0.639669	0.000919893
0.488	0.737139	0.641395	0.000919893
0.489	0.738813	0.643099	0.000919893
0.49	0.74046	0.644782	0.000919893
0.491	0.742081	0.646442	0.000919893
0.492	0.743676	0.64808	0.000919893
0.493	0.745245	0.649697	0.000919893
0.494	0.746788	0.651292	0.000919893
0.495	0.748306	0.652865	0.000919893
0.496	0.749799	0.654417	0.000919893
0.497	0.751266	0.655947	0.000919893
0.498	0.752708	0.657456	0.000919893
0.499	0.754125	0.658944	0.000919893
0.5	0.755518	0.660411	0.000919893
0.501	0.756886	0.661857	0.000919893
0.502	0.758229	0.663282	0.000919893
0.503	0.759548	0.664687	0.000919893
0.504	0.760843	0.66607	0.000919893
0.505	0.762113	0.667434	0.000919893
0.506	0.76336	0.668776	0.000919893
0.507	0.764583	0.670098	0.000919893
0.508	0.765782	0.6714	0.000919893
0.509	0.766957	0.672682	0.000919893
0.51	0.768109	0.673943	0.000919893
0.511	0.769238	0.675185	0.000919893
0.512	0.770344	0.676407	0.000919893
0.513	0.771426	0.677608	0.000919893
0.514	0.772486	0.67879	0.000919893
0.515	0.773523	0.679953	0.000919893
0.516	0.774538	0.681096	0.000919893
0.517	0.775529	0.682219	0.000919893
0.518	0.776499	0.683323	0.000919893
0.519	0.777446	0.684408	0.000919893
0.52	0.778371	0.685474	0.000919893
0.521	0.779275	0.68652	0.000919893
0.522	0.780156	0.687548	0.000919893
0.523	0.781015	0.688556	0.000919893
0.524	0.781853	0.689546	0.000919893
0.525	0.78267	0.690517	0.000919893
0.526	0.783465	0.691469	0.000919893
0.527	0.784239	0.692403	0.000919893
0.528	0.784991	0.693318	0.000919893
0.529	0.785723	0.694215	0.000919893
0.53	0.786434	0.695093	0.000919893
0.531	0.787124	0.695953	0.000919893
0.532	0.787793	0.696795	0.000919893
0.533	0.788442	0.69762	0.000919893
0.534	0.78907	0.698426	0.000919893
0.535	0.789678	0.699214	0.000919893
0.536	0.790266	0.699984	0.000919893
0.537	0.790834	0.700737	0.000919893
0.538	0.791382	0.701472	0.000919893
0.539	0.79191	0.702189	0.000919893
0.54	0.792418	0.702889	0.000919893
0.541	0.792907	0.703571	0.000919893
0.542	0.793376	0.704236	0.000919893
0.543	0.793826	0.704884	0.000919893
0.544	0.794256	0.705515	0.000919893
0.545	0.794668	0.706128	0.000919893
0.546	0.79506	0.706725	0.000919893
0.547	0.795433	0.707305	0.000919893
0.548	0.795787	0.707867	0.000919893
0.549	0.796123	0.708413	0.000919893
0.55	0.79644	0.708943	0.000919893
0.551	0.796738	0.709455	0.000919893
0.552	0.797018	0.709952	0.000919893
0.553	0.79728	0.710431	0.000919893
0.554	0.797524	0.710895	0.000919893
0.555	0.797749	0.711342	0.000919893
0.556	0.797956	0.711772	0.000919893
0.557	0.798145	0.712187	0.000919893
0.558	0.798317	0.712585	0.000919893
0.559	0.798471	0.712968	0.000919893
0.56	0.798607	0.713334	0.000919893
0.561	0.798726	0.713684	0.000919893
0.562	0.798827	0.714019	0.000919893
0.563	0.798911	0.714338	0.000919893
0.564	0.798977	0.714641	0.000919893
0.565	0.799027	0.714929	0.000919893
0.566	0.799059	0.715202	0.000919893
0.567	0.799075	0.715458	0.000919893
0.568	0.799074	0.7157	0.000919893
0.569	0.799056	0.715926	0.000919893
0.57	0.799021	0.716137	0.000919893
0.571	0.79897	0.716333	0.000919893
0.572	0.798902	0.716513	0.000919893
0.573	0.798818	0.716679	0.000919893
0.574	0.798718	0.716829	0.000919893
0.575	0.798601	0.716965	0.000919893
0.576	0.798469	0.717086	0.000919893
0.577	0.79832	0.717192	0.000919893
0.578	0.798155	0.717283	0.000919893
0.579	0.797975	0.71736	0.000919893
0.58	0.797779	0.717423	0.000919893
0.581	0.797567	0.717471	0.000919893
0.582	0.79734	0.717504	0.000919893
0.583	0.797097	0.717523	0.000919893
0.584	0.796839	0.717527	0.000919893
0.585	0.796565	0.717518	0.000919893
0.586	0.796276	0.717494	0.000919893
0.587	0.795973	0.717456	0.000919893
0.588	0.795654	0.717405	0.000919893
0.589	0.79532	0.717339	0.000919893
0.59	0.794971	0.717259	0.000919893
0.591	0.794608	0.717166	0.000919893
0.592	0.794229	0.717059	0.000919893
0.593	0.793837	0.716938	0.000919893
0.594	0.793429	0.716803	0.000919893
0.595	0.793007	0.716655	0.000919893
0.596	0.792571	0.716493	0.000919893
0.597	0.79212	0.716318	0.000919893
0.598	0.791656	0.716129	0.000919893
0.599	0.791177	0.715927	0.000919893
0.6	0.790684	0.715712	0.000919893
0.601	0.790177	0.715483	0.000919893
0.602	0.789656	0.715241	0.000919893
0.603	0.789121	0.714987	0.000919893
0.604	0.788573	0.714719	0.000919893
0.605	0.788011	0.714438	0.000919893
0.606	0.787435	0.714144	0.000919893
0.607	0.786846	0.713838	0.000919893
0.608	0.786243	0.713518	0.000919893
0.609	0.785627	0.713186	0.000919893
0.61	0.784998	0.712841	0.000919893
0.611	0.784355	0.712484	0.000919893
0.612	0.7837	0.712114	0.000919893
0.613	0.783031	0.711731	0.000919893
0.614	0.782349	0.711336	0.000919893
0.615	0.781654	0.710928	0.000919893
0.616	0.780947	0.710509	0.000919893
0.617	0.780227	0.710076	0.000919893
0.618	0.779494	0.709632	0.000919893
0.619	0.778748	0.709176	0.000919893
0.62	0.77799	0.708707	0.000919893
0.621	0.777219	0.708226	0.000919893
0.622	0.776436	0.707733	0.000919893
0.623	0.775641	0.707229	0.000919893
0.624	0.774833	0.706712	0.000919893
0.625	0.774013	0.706184	0.000919893
0.626	0.773181	0.705643	0.000919893
0.627	0.772337	0.705091	0.000919893
0.628	0.771481	0.704527	0.000919893
0.629	0.770613	0.703952	0.000919893
0.63	0.769733	0.703365	0.000919893
0.631	0.768841	0.702767	0.000919893
0.632	0.767938	0.702156	0.000919893
0.633	0.767022	0.701535	0.000919893
0.634	0.766096	0.700902	0.000919893
0.635	0.765157	0.700258	0.000919893
0.636	0.764208	0.699603	0.000919893
0.637	0.763246	0.698936	0.000919893
0.638	0.485955	0.445197	0.000919893
0.639	0.482587	0.442243	0.000919893
0.64	0.479235	0.439301	0.000919893
0.641	0.475899	0.436373	0.000919893
0.642	0.472579	0.433457	0.000919893
0.643	0.469277	0.430555	0.000919893
0.644	0.46599	0.427666	0.000919893
0.645	0.46272	0.42479	0.000919893
0.646	0.459465	0.421927	0.000919893
0.647	0.456227	0.419076	0.000919893
0.648	0.453004	0.416238	0.000919893
0.649	0.449798	0.413413	0.000919893
